order_in,Order ID,Order Date,Ship Date,Customer ID,Product ID,Sales,Quantity,Discount,Profit,CoGS,ship_mode_id
2694,CA-2016-138079,2016-01-22,2016-01-28,AJ-10795,FUR-FU-10001475,109.9,5,0.0,37.366,72.534,2
2695,CA-2014-143182,2014-10-15,2014-10-20,DL-12865,FUR-FU-10004270,15.384,1,0.2,4.0383,11.3457,2
2696,CA-2016-161662,2016-02-07,2016-02-09,BE-11410,OFF-PA-10003465,30.352,2,0.2,10.6232,19.7288,3
2697,CA-2014-145317,2014-03-18,2014-03-23,SM-20320,TEC-MA-10003626,821.3,4,0.5,-16.426,837.726,2
2698,CA-2014-145317,2014-03-18,2014-03-23,SM-20320,TEC-MA-10002412,22638.48,6,0.5,-1811.0784,24449.558399999998,2
2699,CA-2014-145317,2014-03-18,2014-03-23,SM-20320,OFF-PA-10001804,21.376,4,0.2,7.4816,13.894400000000001,2
2700,CA-2014-145317,2014-03-18,2014-03-23,SM-20320,OFF-AR-10003183,8.016,3,0.2,1.002,7.014,2
2701,CA-2014-145317,2014-03-18,2014-03-23,SM-20320,FUR-FU-10004270,30.768,2,0.2,8.0766,22.6914,2
2702,CA-2014-145317,2014-03-18,2014-03-23,SM-20320,OFF-FA-10003112,18.936,3,0.2,5.9175,13.0185,2
2703,CA-2014-145317,2014-03-18,2014-03-23,SM-20320,FUR-FU-10001986,122.352,3,0.2,15.294,107.058,2
2704,CA-2014-143413,2014-05-24,2014-05-30,RP-19390,OFF-PA-10002319,116.28,3,0.0,56.9772,59.3028,2
2705,CA-2017-156818,2017-07-11,2017-07-13,JD-16015,TEC-AC-10002323,132.6,6,0.0,17.238,115.362,1
2706,CA-2017-155873,2017-06-16,2017-06-21,AB-10255,OFF-SU-10001165,16.68,2,0.0,4.3368,12.3432,2
2707,CA-2017-155873,2017-06-16,2017-06-21,AB-10255,OFF-PA-10001246,19.44,3,0.0,9.3312,10.1088,2
2708,CA-2017-155873,2017-06-16,2017-06-21,AB-10255,OFF-PA-10001815,192.16,4,0.0,92.2368,99.9232,2
2709,CA-2015-121797,2015-01-30,2015-02-06,CC-12145,FUR-FU-10001876,227.36,7,0.0,81.8496,145.5104,2
2710,CA-2015-121797,2015-01-30,2015-02-06,CC-12145,TEC-MA-10000488,1919.976,3,0.2,215.9973,1703.9787000000001,2
2711,US-2015-120572,2015-12-11,2015-12-15,GH-14425,OFF-BI-10001098,12.828,2,0.7,-8.9796,21.8076,2
2712,CA-2017-132430,2017-10-09,2017-10-11,CP-12085,FUR-FU-10003577,45.888,4,0.2,9.1776,36.7104,3
2713,CA-2017-146031,2017-07-29,2017-08-01,GM-14440,OFF-AR-10002656,60.12,9,0.0,22.2444,37.8756,1
2714,CA-2014-110100,2014-04-25,2014-04-29,LC-16885,TEC-PH-10004531,302.376,3,0.2,37.797,264.57899999999995,2
2715,CA-2015-103723,2015-12-01,2015-12-06,BT-11305,OFF-AR-10003251,13.9,5,0.0,5.56,8.34,2
2716,CA-2014-127187,2014-12-04,2014-12-08,CP-12085,TEC-PH-10000673,129.98,2,0.0,62.3904,67.58959999999999,2
2717,CA-2017-128475,2017-08-26,2017-09-01,SC-20680,TEC-AC-10000158,71.98,2,0.0,15.1158,56.864200000000004,2
2718,CA-2014-100006,2014-09-07,2014-09-13,DK-13375,TEC-PH-10002075,377.97,3,0.0,109.6113,268.3587,2
2719,CA-2017-144827,2017-12-21,2017-12-27,SE-20110,OFF-ST-10004340,124.36,2,0.0,33.5772,90.78280000000001,2
2720,CA-2014-110030,2014-12-06,2014-12-08,LF-17185,FUR-FU-10002759,23.976,3,0.6,-14.3856,38.361599999999996,1
2721,CA-2014-121286,2014-11-04,2014-11-08,ON-18715,OFF-FA-10000585,8.376,3,0.2,2.7222,5.6537999999999995,1
2722,CA-2014-121286,2014-11-04,2014-11-08,ON-18715,OFF-AP-10004859,58.24,5,0.2,5.096,53.144000000000005,1
2723,CA-2016-164735,2016-04-14,2016-04-19,TB-21400,OFF-ST-10001558,81.2,5,0.0,12.18,69.02000000000001,1
2724,CA-2014-153479,2014-10-04,2014-10-08,DF-13135,OFF-LA-10004689,14.45,5,0.0,6.7915,7.658499999999999,2
2725,CA-2014-153479,2014-10-04,2014-10-08,DF-13135,OFF-BI-10002867,95.648,2,0.2,31.0856,64.5624,2
2726,CA-2017-149888,2017-11-07,2017-11-13,EP-13915,TEC-PH-10003811,359.97,5,0.4,-71.994,431.96400000000006,2
2727,CA-2017-149888,2017-11-07,2017-11-13,EP-13915,FUR-TA-10000849,350.352,4,0.4,-140.1408,490.4928,2
2728,CA-2017-119193,2017-12-22,2017-12-24,SK-19990,OFF-BI-10000848,1.641,1,0.7,-1.3128,2.9538,3
2729,CA-2017-119193,2017-12-22,2017-12-24,SK-19990,TEC-PH-10003072,629.958,7,0.4,94.4937,535.4643,3
2730,CA-2017-104801,2017-02-13,2017-02-19,FH-14350,OFF-AR-10001547,6.63,3,0.0,1.7901,4.8399,2
2731,CA-2017-104801,2017-02-13,2017-02-19,FH-14350,TEC-AC-10001838,799.96,4,0.0,343.9828,455.97720000000004,2
2732,CA-2017-104801,2017-02-13,2017-02-19,FH-14350,FUR-FU-10004017,107.53,1,0.0,21.506,86.024,2
2733,CA-2014-107594,2014-07-02,2014-07-06,EH-13945,TEC-PH-10002923,73.98,2,0.0,19.9746,54.00540000000001,2
2734,CA-2014-107594,2014-07-02,2014-07-06,EH-13945,OFF-AR-10000716,5.58,1,0.0,2.1762,3.4038,2
2735,CA-2015-129770,2015-02-21,2015-02-23,JE-15715,OFF-PA-10000249,49.12,4,0.0,23.0864,26.033599999999996,1
2736,CA-2015-115798,2015-11-13,2015-11-19,KL-16645,TEC-PH-10003691,377.97,3,0.0,94.4925,283.4775,2
2737,CA-2015-115798,2015-11-13,2015-11-19,KL-16645,OFF-PA-10001560,42.28,7,0.0,19.8716,22.4084,2
2738,CA-2015-115798,2015-11-13,2015-11-19,KL-16645,FUR-BO-10004467,299.97,3,0.0,56.9943,242.97570000000002,2
2739,CA-2015-115798,2015-11-13,2015-11-19,KL-16645,TEC-PH-10001819,89.98,2,0.0,43.1904,46.78960000000001,2
2740,CA-2017-122707,2017-04-16,2017-04-18,EB-13750,OFF-SU-10000157,477.24,4,0.0,9.5448,467.6952,3
2741,CA-2017-122707,2017-04-16,2017-04-18,EB-13750,TEC-AC-10004227,25.98,2,0.0,1.5588,24.4212,3
2742,CA-2016-165015,2016-02-25,2016-02-27,BD-11725,OFF-EN-10003134,46.72,5,0.2,17.52,29.2,1
2743,CA-2014-149244,2014-11-04,2014-11-08,MS-17530,FUR-FU-10004671,35.34,2,0.0,13.4292,21.910800000000002,2
2744,CA-2015-140144,2015-06-20,2015-06-25,SC-20770,FUR-FU-10002253,257.64,6,0.0,100.4796,157.16039999999998,1
2745,CA-2015-140144,2015-06-20,2015-06-25,SC-20770,TEC-PH-10002726,125.976,3,0.2,47.241,78.735,1
2746,CA-2017-163321,2017-08-07,2017-08-11,FM-14380,TEC-AC-10004571,79.992,1,0.2,21.9978,57.994200000000006,1
2747,CA-2014-155887,2014-05-12,2014-05-17,KT-16480,FUR-TA-10002228,700.056,3,0.3,-130.0104,830.0664,2
2748,US-2015-165449,2015-11-22,2015-11-26,AP-10720,TEC-AC-10004127,27.168,4,0.2,-1.3584,28.5264,2
2749,CA-2015-110247,2015-12-04,2015-12-08,RH-19555,OFF-BI-10001553,8.226,3,0.7,-6.0324,14.258400000000002,2
2750,US-2014-141257,2014-06-08,2014-06-14,CS-11950,FUR-CH-10002758,585.552,3,0.2,73.194,512.3580000000001,2
2751,CA-2014-154669,2014-08-08,2014-08-11,TM-21010,OFF-ST-10000532,423.28,11,0.0,110.0528,313.2272,1
2752,CA-2014-158029,2014-05-26,2014-05-30,HF-14995,FUR-CH-10000988,225.296,2,0.2,22.5296,202.7664,2
2753,CA-2015-155306,2015-04-17,2015-04-21,GA-14515,OFF-AR-10003251,5.56,2,0.0,2.224,3.3359999999999994,2
2754,CA-2015-155306,2015-04-17,2015-04-21,GA-14515,TEC-AC-10003174,323.37,3,0.0,129.348,194.022,2
2755,CA-2015-155306,2015-04-17,2015-04-21,GA-14515,TEC-PH-10002310,783.96,5,0.2,68.5965,715.3635,2
2756,CA-2015-155306,2015-04-17,2015-04-21,GA-14515,OFF-AP-10002651,1447.65,5,0.0,419.8185,1027.8315000000002,2
2757,CA-2015-155306,2015-04-17,2015-04-21,GA-14515,OFF-PA-10001184,11.96,2,0.0,5.8604,6.099600000000001,2
2758,CA-2016-127775,2016-06-11,2016-06-13,ES-14020,TEC-AC-10002402,239.97,3,0.0,71.991,167.97899999999998,1
2759,CA-2016-146171,2016-03-11,2016-03-15,JP-16135,FUR-FU-10004270,76.92,4,0.0,31.5372,45.3828,2
2760,CA-2016-146171,2016-03-11,2016-03-15,JP-16135,OFF-ST-10001526,481.32,4,0.0,125.1432,356.1768,2
2761,CA-2014-129574,2014-05-26,2014-05-29,Dp-13240,OFF-PA-10002893,48.4,5,0.0,23.232,25.168,3
2762,CA-2017-126536,2017-10-12,2017-10-14,NK-18490,TEC-AC-10003709,0.99,1,0.0,0.4356,0.5544,3
2763,CA-2017-126536,2017-10-12,2017-10-14,NK-18490,OFF-BI-10001191,101.84,5,0.2,36.917,64.923,3
2764,CA-2017-165757,2017-06-22,2017-06-28,PL-18925,OFF-BI-10003166,10.332,3,0.7,-7.5768,17.9088,2
2765,CA-2017-165757,2017-06-22,2017-06-28,PL-18925,OFF-BI-10003982,31.155,5,0.7,-23.8855,55.0405,2
2766,CA-2017-165757,2017-06-22,2017-06-28,PL-18925,OFF-ST-10004835,8.928,2,0.2,0.6696,8.258400000000002,2
2767,CA-2017-167752,2017-01-15,2017-01-18,RW-19690,OFF-AP-10000159,34.384,1,0.2,3.8682,30.5158,3
2768,CA-2017-167752,2017-01-15,2017-01-18,RW-19690,OFF-AP-10002945,1924.16,8,0.2,312.676,1611.4840000000002,3
2769,US-2015-122140,2015-04-02,2015-04-07,MO-17950,OFF-AP-10001242,32.192,2,0.8,-80.48,112.672,2
2770,US-2015-122140,2015-04-02,2015-04-07,MO-17950,TEC-AC-10003038,50.12,7,0.2,-0.6265,50.7465,2
2771,US-2015-122140,2015-04-02,2015-04-07,MO-17950,TEC-AC-10003289,47.976,3,0.2,1.7991,46.176899999999996,2
2772,CA-2016-163986,2016-09-03,2016-09-10,JJ-15445,OFF-ST-10000918,54.5,5,0.0,14.17,40.33,2
2773,CA-2017-158967,2017-12-10,2017-12-12,BT-11680,FUR-FU-10001940,19.104,3,0.2,5.7312,13.372799999999998,3
2774,CA-2016-131576,2016-11-22,2016-11-26,RD-19585,OFF-BI-10002852,49.44,3,0.0,24.2256,25.214399999999998,2
2775,CA-2017-143455,2017-11-11,2017-11-18,ML-17755,OFF-PA-10004451,10.368,2,0.2,3.6288,6.7392,2
2776,CA-2016-144729,2016-10-21,2016-10-25,JE-15745,OFF-ST-10004804,154.44,3,0.0,1.5444,152.8956,2
2777,CA-2015-127019,2015-12-21,2015-12-25,ER-13855,OFF-AP-10003971,60.984,7,0.2,4.5738,56.4102,2
2778,CA-2015-138534,2015-07-17,2015-07-19,JM-15535,FUR-BO-10003159,195.466,2,0.15,-13.7976,209.2636,1
2779,CA-2017-108322,2017-04-30,2017-05-05,SS-20140,FUR-FU-10001935,23.68,8,0.2,6.216,17.464,2
2780,CA-2017-108322,2017-04-30,2017-05-05,SS-20140,TEC-AC-10003433,2.376,3,0.2,0.7425,1.6334999999999997,2
2781,CA-2017-167668,2017-05-06,2017-05-08,TC-21295,OFF-LA-10004544,59.2,4,0.0,29.6,29.6,3
2782,CA-2017-146724,2017-11-20,2017-11-27,HG-15025,OFF-AR-10001026,22.0,10,0.0,9.68,12.32,2
2783,CA-2016-139878,2016-11-11,2016-11-16,LD-17005,TEC-PH-10001336,257.98,2,0.0,74.8142,183.16580000000002,2
2784,US-2016-106677,2016-11-05,2016-11-10,AS-10285,TEC-PH-10003187,23.988,2,0.4,-15.992,39.980000000000004,2
2785,CA-2016-116974,2016-10-09,2016-10-15,MP-17965,TEC-PH-10004897,23.976,4,0.4,-15.5844,39.5604,2
2786,CA-2015-149972,2015-09-21,2015-09-23,CD-12790,FUR-CH-10004997,601.536,4,0.2,0.0,601.536,3
2787,CA-2015-149972,2015-09-21,2015-09-23,CD-12790,OFF-FA-10002763,7.9,2,0.0,2.528,5.372,3
2788,US-2014-117744,2014-12-02,2014-12-06,MD-17860,FUR-FU-10001588,58.36,5,0.6,-24.803,83.163,2
2789,US-2014-117744,2014-12-02,2014-12-06,MD-17860,OFF-AR-10000940,16.464,7,0.2,1.4406,15.023399999999999,2
2790,US-2014-117744,2014-12-02,2014-12-06,MD-17860,FUR-FU-10002759,39.96,5,0.6,-23.976,63.936,2
2791,CA-2014-125514,2014-09-21,2014-09-22,BM-11650,OFF-AP-10000358,25.96,2,0.0,7.5284,18.4316,3
2792,CA-2014-125514,2014-09-21,2014-09-22,BM-11650,OFF-AP-10003281,36.27,3,0.0,10.881,25.389000000000003,3
2793,CA-2014-125514,2014-09-21,2014-09-22,BM-11650,OFF-PA-10000029,6.48,1,0.0,3.1104,3.3696000000000006,3
2794,CA-2014-154599,2014-04-12,2014-04-17,KN-16450,TEC-PH-10001557,1075.088,14,0.2,94.0702,981.0178,2
2795,CA-2014-154599,2014-04-12,2014-04-17,KN-16450,TEC-PH-10000576,438.368,4,0.2,38.3572,400.0108,2
2796,CA-2014-154599,2014-04-12,2014-04-17,KN-16450,OFF-BI-10002764,18.088,7,0.2,6.5569,11.531100000000002,2
2797,CA-2014-154599,2014-04-12,2014-04-17,KN-16450,FUR-BO-10001337,308.499,3,0.15,-18.147,326.646,2
2798,CA-2017-158743,2017-10-20,2017-10-27,IG-15085,OFF-AR-10002257,13.36,4,0.0,4.1416,9.218399999999999,2
2799,CA-2017-158743,2017-10-20,2017-10-27,IG-15085,OFF-PA-10001019,39.96,2,0.0,18.7812,21.178800000000003,2
2800,CA-2017-158743,2017-10-20,2017-10-27,IG-15085,OFF-BI-10003364,145.85,5,0.0,70.008,75.842,2
2801,CA-2016-153318,2016-10-25,2016-10-28,JS-15595,TEC-PH-10000984,783.96,5,0.2,78.396,705.5640000000001,3
2802,US-2015-110163,2015-11-01,2015-11-04,GA-14725,OFF-AR-10001683,7.88,1,0.2,1.773,6.107,3
2803,CA-2017-143329,2017-11-03,2017-11-08,DL-13330,FUR-FU-10000629,41.37,3,0.0,17.3754,23.9946,2
2804,CA-2015-159380,2015-05-12,2015-05-16,CS-12505,OFF-PA-10003893,12.84,3,0.0,5.778,7.062,2
2805,CA-2015-159380,2015-05-12,2015-05-16,CS-12505,OFF-PA-10004239,25.68,6,0.0,11.556,14.124,2
2806,CA-2015-122623,2015-09-07,2015-09-11,CC-12145,FUR-CH-10000553,47.516,2,0.3,-2.0364,49.5524,2
2807,CA-2015-148635,2015-07-25,2015-07-27,MH-18025,OFF-FA-10004395,9.42,2,0.0,0.471,8.949,1
2808,CA-2015-148635,2015-07-25,2015-07-27,MH-18025,OFF-PA-10004782,12.96,2,0.0,6.2208,6.739200000000001,1
2809,CA-2015-148635,2015-07-25,2015-07-27,MH-18025,FUR-BO-10002213,704.9,5,0.0,56.392,648.5079999999999,1
2810,CA-2015-148635,2015-07-25,2015-07-27,MH-18025,FUR-CH-10001854,561.568,2,0.2,28.0784,533.4896,1
2811,CA-2015-135685,2015-11-16,2015-11-18,MP-18175,OFF-PA-10000157,179.82,9,0.0,84.5154,95.3046,1
2812,CA-2015-135685,2015-11-16,2015-11-18,MP-18175,FUR-FU-10001185,185.58,6,0.0,76.0878,109.49220000000001,1
2813,CA-2015-135685,2015-11-16,2015-11-18,MP-18175,FUR-TA-10001520,214.11,3,0.0,36.3987,177.71130000000002,1
2814,CA-2015-135685,2015-11-16,2015-11-18,MP-18175,TEC-AC-10004145,999.96,4,0.0,229.9908,769.9692,1
2815,CA-2015-135685,2015-11-16,2015-11-18,MP-18175,FUR-TA-10000688,653.55,3,0.0,111.1035,542.4465,1
2816,CA-2015-104626,2015-09-01,2015-09-08,DR-12940,OFF-BI-10001510,114.6,5,0.0,51.57,63.029999999999994,2
2817,CA-2015-104626,2015-09-01,2015-09-08,DR-12940,FUR-CH-10003817,60.74,1,0.0,15.185,45.555,2
2818,CA-2015-104626,2015-09-01,2015-09-08,DR-12940,FUR-FU-10000308,124.36,2,0.0,27.3592,97.0008,2
2819,CA-2015-104626,2015-09-01,2015-09-08,DR-12940,OFF-ST-10003208,1088.76,6,0.0,315.7404,773.0196,2
2820,CA-2016-160500,2016-05-05,2016-05-08,DM-13015,OFF-BI-10003784,6.72,5,0.2,2.352,4.368,3
2821,CA-2016-160500,2016-05-05,2016-05-08,DM-13015,FUR-TA-10003748,298.776,3,0.2,7.4694,291.3066,3
2822,CA-2017-100202,2016-12-31,2017-01-05,BD-11620,TEC-PH-10002563,302.376,3,0.2,22.6782,279.6978,2
2823,CA-2017-131016,2017-09-18,2017-09-20,DC-12850,OFF-AR-10000122,8.928,2,0.2,0.558,8.370000000000001,3
2824,CA-2017-131016,2017-09-18,2017-09-20,DC-12850,OFF-ST-10000352,47.584,2,0.2,-2.974,50.55800000000001,3
2825,US-2014-112914,2014-09-25,2014-09-30,MT-18070,OFF-PA-10003270,33.792,8,0.2,10.56,23.232,2
2826,US-2014-112914,2014-09-25,2014-09-30,MT-18070,FUR-BO-10003272,300.5328,2,0.32,-97.2312,397.764,2
2827,US-2014-112914,2014-09-25,2014-09-30,MT-18070,OFF-BI-10002982,2.724,2,0.8,-4.3584,7.0824,2
2828,US-2014-112914,2014-09-25,2014-09-30,MT-18070,OFF-EN-10001509,3.264,2,0.2,1.1016,2.1624,2
2829,CA-2016-124149,2016-04-23,2016-04-26,MJ-17740,OFF-PA-10002421,108.336,6,0.2,37.9176,70.41839999999999,3
2830,CA-2016-124149,2016-04-23,2016-04-26,MJ-17740,OFF-ST-10000760,55.92,5,0.2,6.291,49.629000000000005,3
2831,CA-2016-124149,2016-04-23,2016-04-26,MJ-17740,OFF-PA-10002923,78.304,2,0.2,29.364,48.94,3
2832,CA-2014-148915,2014-11-01,2014-11-05,ND-18370,OFF-ST-10001128,443.92,5,0.2,-94.333,538.253,2
2833,CA-2014-148915,2014-11-01,2014-11-05,ND-18370,TEC-PH-10000673,155.976,3,0.2,54.5916,101.3844,2
2834,CA-2017-134649,2017-01-26,2017-01-31,CA-11965,OFF-AR-10001547,15.47,7,0.0,4.1769,11.2931,1
2835,CA-2017-134649,2017-01-26,2017-01-31,CA-11965,OFF-BI-10001890,7.16,2,0.0,3.4368,3.7232000000000003,1
2836,CA-2017-110842,2017-11-11,2017-11-16,GA-14725,OFF-AP-10003971,10.89,1,0.0,2.8314,8.0586,2
2837,CA-2017-110842,2017-11-11,2017-11-16,GA-14725,OFF-PA-10000520,19.44,3,0.0,9.3312,10.1088,2
2838,CA-2017-110842,2017-11-11,2017-11-16,GA-14725,OFF-BI-10000977,121.6,5,0.2,39.52,82.07999999999998,2
2839,CA-2016-147368,2016-06-09,2016-06-12,TC-21295,TEC-MA-10002178,695.7,2,0.5,-27.828,723.528,3
2840,US-2015-104185,2015-09-03,2015-09-08,JB-15400,OFF-ST-10001526,120.33,1,0.0,31.2858,89.0442,1
2841,US-2014-125521,2014-03-14,2014-03-19,CK-12325,FUR-CH-10003379,1139.92,4,0.0,284.98,854.94,2
2842,US-2017-135062,2017-08-31,2017-09-04,RL-19615,OFF-PA-10000100,229.544,7,0.2,83.2097,146.3343,1
2843,CA-2017-135650,2017-03-23,2017-03-27,AC-10660,OFF-ST-10001809,143.728,2,0.2,-32.3388,176.0668,2
2844,CA-2017-112865,2017-05-18,2017-05-22,BH-11710,TEC-AC-10000387,36.048,3,0.2,-0.9012,36.949200000000005,2
2845,US-2016-162852,2016-12-27,2016-12-31,BG-11695,FUR-CH-10004853,845.488,8,0.3,-12.0784,857.5664,2
2846,CA-2017-138163,2017-11-17,2017-11-20,XP-21865,OFF-AR-10001958,50.94,3,0.0,14.2632,36.6768,3
2847,CA-2017-152093,2017-09-10,2017-09-15,SN-20560,OFF-BI-10003527,762.594,3,0.8,-1143.891,1906.4850000000001,2
2848,CA-2017-157854,2017-04-08,2017-04-15,DM-13345,FUR-FU-10003832,56.28,6,0.0,15.7584,40.5216,2
2849,CA-2017-157854,2017-04-08,2017-04-15,DM-13345,OFF-BI-10001359,2690.97,3,0.0,1264.7559,1426.2140999999997,2
2850,CA-2016-123617,2016-11-28,2016-12-03,AJ-10780,OFF-BI-10002976,7.434,6,0.7,-5.6994,13.1334,2
2851,US-2016-128293,2016-06-02,2016-06-05,KC-16255,OFF-ST-10000736,64.784,1,0.2,-12.9568,77.74080000000001,3
2852,CA-2017-107342,2017-12-17,2017-12-22,VF-21715,OFF-PA-10001745,28.16,4,0.0,13.2352,14.9248,2
2853,CA-2016-136371,2016-03-19,2016-03-21,SV-20935,FUR-FU-10000409,14.98,1,0.0,6.8908,8.089200000000002,1
2854,CA-2016-136371,2016-03-19,2016-03-21,SV-20935,FUR-FU-10000221,20.32,4,0.0,6.9088,13.411200000000001,1
2855,CA-2017-137344,2017-08-20,2017-08-20,EM-13810,OFF-ST-10000344,40.29,3,0.0,10.4754,29.8146,4
2856,CA-2017-169810,2017-07-25,2017-07-31,RB-19360,OFF-LA-10003663,20.23,7,0.0,9.5081,10.7219,2
2857,CA-2016-128594,2016-08-26,2016-08-29,DJ-13510,FUR-CH-10001215,1603.136,4,0.2,100.196,1502.94,3
2858,CA-2016-154690,2016-08-15,2016-08-17,CC-12370,FUR-CH-10000988,225.296,2,0.2,22.5296,202.7664,1
2859,CA-2017-138975,2017-05-19,2017-05-23,SC-20380,TEC-AC-10003441,67.8,4,0.0,4.068,63.732,2
2860,CA-2017-138975,2017-05-19,2017-05-23,SC-20380,TEC-PH-10004389,377.97,3,0.0,98.2722,279.69780000000003,2
2861,CA-2017-138975,2017-05-19,2017-05-23,SC-20380,FUR-BO-10004695,1628.82,9,0.0,374.6286,1254.1914,2
2862,CA-2017-138975,2017-05-19,2017-05-23,SC-20380,OFF-PA-10000100,286.93,7,0.0,140.5957,146.3343,2
2863,CA-2017-106537,2017-08-12,2017-08-17,RH-19495,OFF-PA-10000223,20.736,4,0.2,7.2576,13.4784,2
2864,US-2017-103828,2017-08-13,2017-08-13,JK-15370,OFF-ST-10001325,31.44,3,0.0,8.4888,22.9512,4
2865,US-2017-103828,2017-08-13,2017-08-13,JK-15370,OFF-AP-10004249,83.79,7,0.0,22.6233,61.166700000000006,4
2866,US-2017-103828,2017-08-13,2017-08-13,JK-15370,OFF-AR-10000588,59.52,3,0.0,15.4752,44.0448,4
2867,US-2017-103828,2017-08-13,2017-08-13,JK-15370,OFF-SU-10000946,31.92,4,0.0,9.2568,22.663200000000003,4
2868,CA-2016-115588,2016-11-10,2016-11-12,AF-10885,OFF-SU-10001225,14.72,5,0.2,-3.312,18.032,1
2869,CA-2016-115588,2016-11-10,2016-11-12,AF-10885,OFF-ST-10001558,38.976,3,0.2,-2.436,41.412,1
2870,CA-2017-143861,2017-06-12,2017-06-19,LC-16885,FUR-FU-10001546,17.088,2,0.2,1.068,16.02,2
2871,CA-2014-148040,2014-03-22,2014-03-26,BF-11275,OFF-PA-10002581,74.352,3,0.2,23.235,51.117000000000004,2
2872,CA-2014-148040,2014-03-22,2014-03-26,BF-11275,FUR-CH-10001482,314.352,3,0.2,-35.3646,349.71659999999997,2
2873,CA-2017-135167,2017-06-15,2017-06-20,SC-20800,OFF-AR-10002399,4.26,1,0.0,1.7466,2.5134,2
2874,CA-2017-137022,2017-11-16,2017-11-22,SW-20275,OFF-ST-10001963,811.28,8,0.0,24.3384,786.9416,2
2875,US-2017-102638,2017-12-29,2017-12-31,MC-17845,OFF-FA-10002988,6.03,3,0.0,2.9547,3.0753000000000004,3
2876,US-2016-167339,2016-01-21,2016-01-23,TD-20995,FUR-CH-10004289,153.568,2,0.2,-5.7588,159.32680000000002,1
2877,US-2016-167339,2016-01-21,2016-01-23,TD-20995,FUR-CH-10000785,1013.488,7,0.2,76.0116,937.4764,1
2878,CA-2016-152072,2016-01-15,2016-01-19,Dp-13240,OFF-EN-10003040,52.34,2,0.0,24.5998,27.740200000000005,2
2879,CA-2016-152072,2016-01-15,2016-01-19,Dp-13240,OFF-AR-10001573,4.66,2,0.0,1.3514,3.3086,2
2880,CA-2016-152072,2016-01-15,2016-01-19,Dp-13240,TEC-AC-10000844,254.97,3,0.0,91.7892,163.1808,2
2881,CA-2016-102932,2016-09-19,2016-09-23,SD-20485,OFF-BI-10000756,25.44,6,0.0,12.72,12.72,1
2882,CA-2016-102932,2016-09-19,2016-09-23,SD-20485,OFF-SU-10000381,27.93,3,0.0,8.0997,19.8303,1
2883,CA-2014-165540,2014-02-21,2014-02-25,TM-21010,OFF-BI-10004094,8.85,5,0.8,-13.7175,22.5675,2
2884,CA-2016-130799,2016-11-11,2016-11-16,BK-11260,FUR-FU-10001852,6.96,4,0.0,2.2272,4.7328,1
2885,CA-2016-164483,2016-01-30,2016-02-03,JF-15490,OFF-BI-10000014,17.456,2,0.2,5.8914,11.564599999999999,2
2886,US-2016-159856,2016-10-18,2016-10-22,EP-13915,FUR-CH-10003396,307.92,5,0.2,-34.641,342.56100000000004,2
2887,CA-2017-102099,2017-12-18,2017-12-19,EP-13915,OFF-AR-10003811,6.63,3,0.0,1.7901,4.8399,3
2888,CA-2017-102099,2017-12-18,2017-12-19,EP-13915,OFF-PA-10003172,12.96,2,0.0,6.2208,6.739200000000001,3
2889,CA-2017-102099,2017-12-18,2017-12-19,EP-13915,OFF-PA-10000289,32.4,5,0.0,15.552,16.848,3
2890,CA-2017-164049,2017-11-02,2017-11-06,KH-16630,OFF-PA-10000791,23.85,5,0.0,10.7325,13.117500000000001,2
2891,CA-2014-142727,2014-04-29,2014-05-01,HG-14845,FUR-CH-10002304,51.96,2,0.0,12.99,38.97,1
2892,CA-2014-142727,2014-04-29,2014-05-01,HG-14845,OFF-BI-10000136,17.94,3,0.0,8.6112,9.328800000000001,1
2893,CA-2017-139913,2017-10-23,2017-10-29,JC-16105,OFF-PA-10003739,11.56,2,0.0,5.6644,5.895600000000001,2
2894,CA-2017-139913,2017-10-23,2017-10-29,JC-16105,OFF-PA-10002479,26.4,5,0.0,11.88,14.519999999999998,2
2895,CA-2017-139913,2017-10-23,2017-10-29,JC-16105,FUR-FU-10000771,69.08,11,0.0,29.0136,40.0664,2
2896,CA-2017-139913,2017-10-23,2017-10-29,JC-16105,TEC-PH-10001552,35.88,3,0.0,10.0464,25.833600000000004,2
2897,CA-2014-169033,2014-03-30,2014-04-03,KM-16720,OFF-AR-10001915,49.65,5,0.0,20.853,28.796999999999997,2
2898,US-2016-164630,2016-01-04,2016-01-09,EB-13975,TEC-CO-10000971,959.968,4,0.2,119.996,839.972,2
2899,US-2015-114839,2015-04-26,2015-04-30,PW-19240,FUR-CH-10004086,408.422,2,0.3,-5.8346,414.25660000000005,2
2900,CA-2015-166464,2015-09-12,2015-09-17,PG-18895,TEC-CO-10000971,479.984,2,0.2,59.998,419.986,2
2901,CA-2015-166464,2015-09-12,2015-09-17,PG-18895,OFF-LA-10001317,12.6,4,0.0,6.048,6.552,2
2902,CA-2017-124898,2017-09-11,2017-09-15,DB-12910,OFF-PA-10003656,184.66,7,0.0,84.9436,99.7164,2
2903,CA-2016-164035,2016-06-12,2016-06-17,CR-12730,OFF-PA-10002160,23.12,5,0.2,8.381,14.739,2
2904,CA-2016-153577,2016-06-27,2016-07-01,KH-16330,OFF-PA-10000575,37.464,7,0.2,12.1758,25.288199999999996,2
